InsertionSort;MergeSort;QuickSort
3008;0.001384;0.085887;3.701027
3009;0.001383;0.087297;3.911046
3010;0.001378;0.08713;3.864649
3011;0.001381;0.085934;4.269347
3012;0.001382;0.085837;3.797659
3013;0.001386;0.086618;3.778215
3014;0.001386;0.086651;3.728235
3015;0.001385;0.086525;4.324071
3016;0.001388;0.086596;3.83418
3017;0.001387;0.086898;3.773613
3018;0.001381;0.087161;4.459094
3019;0.001385;0.086492;4.353492
3020;0.001387;0.087299;3.869804
3021;0.001388;0.087087;3.820501
3022;0.001389;0.086782;3.844033
3023;0.001391;0.087124;3.65749
3024;0.001392;0.08666;4.29524
3025;0.00139;0.087029;3.703276
3026;0.001385;0.087149;3.702132
3027;0.001388;0.088461;4.148213
3028;0.001389;0.086907;3.851143
3029;0.00139;0.08723;3.845197
3030;0.001393;0.087204;4.22841
3031;0.001394;0.086818;3.921023
3032;0.001397;0.087152;4.70906
3033;0.001394;0.087504;4.792729
3034;0.00139;0.087286;3.727141
3035;0.001391;0.087295;4.126517
3036;0.001393;0.087294;4.256762
3037;0.001394;0.087964;4.281989
3038;0.001395;0.087692;4.276671
3039;0.001396;0.087115;4.355231
3040;0.001399;0.089638;4.023401
3041;0.001398;0.087779;4.223186
3042;0.001392;0.087339;4.206741
3043;0.001392;0.087095;4.366765
3044;0.001396;0.087488;4.221192
3045;0.001401;0.087375;3.978031
3046;0.001398;0.087248;4.284372
3047;0.001402;0.087422;4.231657
3048;0.001403;0.087607;3.919018
3049;0.001401;0.088009;3.952518
3050;0.001392;0.087563;4.31418
3051;0.001395;0.087677;4.654694
3052;0.001399;0.196121;3.78092
3053;0.001404;0.101023;3.818064
3054;0.001404;0.095047;4.593792
3055;0.001405;0.094216;5.372283
3056;0.001407;0.094191;4.152995
3057;0.001407;0.095318;5.46864
3058;0.001398;0.094843;4.075911
3059;0.001401;0.096981;4.315985
3060;0.001405;0.100357;5.064938
3061;0.001404;0.08803;4.026903
3062;0.001408;0.092964;4.669905
3063;0.001405;0.087623;3.844801
3064;0.001408;0.087746;3.789085
3065;0.001406;0.088304;4.451088
3066;0.001402;0.089984;4.040045
3067;0.001402;0.087375;4.925317
3068;0.001406;0.087794;4.259915
3069;0.001407;0.088651;4.340457
3070;0.001409;0.089129;3.928135
3071;0.001409;0.087665;3.851274
3072;0.001413;0.094378;3.967485
3073;0.001411;0.090406;3.832942
3074;0.001407;0.091584;4.058191
3075;0.001407;0.098136;4.348961
3076;0.001409;0.088785;4.360961
3077;0.00141;0.088968;4.409162
3078;0.001411;0.088628;4.810101
3079;0.001412;0.088166;4.020304
3080;0.001416;0.089868;4.735014
3081;0.001413;0.088571;4.47663
3082;0.001409;0.088519;4.391008
3083;0.001412;0.088622;4.344305
3084;0.001414;0.088109;3.894423
3085;0.001414;0.088984;4.546027
3086;0.001419;0.088587;4.900213
3087;0.001425;0.088215;4.774031
3088;0.001419;0.088214;4.008621
3089;0.001416;0.088859;3.825343
3090;0.001411;0.089288;4.280136
3091;0.001414;0.088553;3.879155
3092;0.001416;0.088472;3.892724
3093;0.001415;0.089805;3.849574
3094;0.001421;0.089567;4.518613
3095;0.001418;0.088876;3.952103
3096;0.001421;0.088947;4.028009
3097;0.001419;0.089958;3.987887
3098;0.001414;0.089349;3.781645
3099;0.001418;0.089181;4.571725
3100;0.00142;0.089318;4.040822
3101;0.001421;0.089337;4.400274
3102;0.001425;0.08941;4.928347
3103;0.001424;0.089771;3.868645
3104;0.001426;0.089625;5.033632
3105;0.001423;0.092836;4.17311
3106;0.001419;0.09497;3.832411
3107;0.00142;0.098136;4.186571
3108;0.001422;0.115311;4.914128
3109;0.001424;0.097661;4.608368
3110;0.001426;0.096783;5.23271
3111;0.001426;0.096197;4.932899
3112;0.001429;0.099397;4.559952
3113;0.001427;0.096655;4.612361
3114;0.001965;0.09658;4.094821
3115;0.002188;0.096096;3.920242
3116;0.002129;0.097611;5.094864
3117;0.002052;0.097408;4.036511
3118;0.002044;0.098745;4.650648
3119;0.002074;0.107104;4.418741
3120;0.002051;0.094509;4.398669
3121;0.002053;0.090068;4.099493
3122;0.002027;0.089758;4.741977
3123;0.002114;0.089334;3.942383
3124;0.002052;0.090179;5.370659
3125;0.002135;0.089584;4.162899
3126;0.002103;0.092584;5.444959
3127;0.002082;0.09262;5.025495
3128;0.002033;0.099852;4.540314
3129;0.002078;0.090373;4.925398
3130;0.002037;0.090611;4.150955
3131;0.002068;0.089614;4.285813
3132;0.002081;0.089407;4.156228
3133;0.00209;0.090415;4.945905
3134;0.002071;0.089729;4.313449
3135;0.00208;0.090678;4.069573
3136;0.002712;0.092142;4.015035
3137;0.001942;0.089832;5.176559
3138;0.001941;0.090053;4.51626
3139;0.001943;0.089625;4.075973
3140;0.001962;0.08979;4.513238
3141;0.00168;0.090665;4.284013
3142;0.001982;0.090169;5.484046
3143;0.001907;0.094322;4.52866
3144;0.001917;0.090106;4.025761
3145;0.001937;0.092662;4.228197
3146;0.00196;0.09717;4.670048
3147;0.001955;0.090146;4.098942
3148;0.001936;0.089953;4.039607
3149;0.001353;0.090985;4.255758
3150;0.002044;0.090402;4.843527
3151;0.001902;0.090266;4.029982
3152;0.001916;0.089999;4.453263
3153;0.001964;0.090738;4.285195
3154;0.001964;0.090541;5.039487
3155;0.001935;0.090274;4.016911
3156;0.001925;0.090317;4.242195
3157;0.001971;0.091203;4.716828
3158;0.001847;0.090877;4.244894
3159;0.001968;0.091266;4.483765
3160;0.001973;0.090845;4.234994
3161;0.001953;0.091919;5.058781
3162;0.001862;0.091239;4.500206
3163;0.001948;0.090749;4.348335
3164;0.001969;0.114649;4.60151
3165;0.001942;0.108052;4.206822
3166;0.00196;0.098744;4.339951
3167;0.00196;0.107327;5.024329
3168;0.001992;0.10791;4.433534
3169;0.001964;0.106609;4.789804
3170;0.001984;0.102574;4.761465
3171;0.001963;0.111994;4.086045
3172;0.001982;0.124105;4.08134
3173;0.001952;0.114295;4.158634
3174;0.001964;0.105565;4.623541
3175;0.001368;0.115221;5.65851
3176;0.00205;0.098446;5.46566
3177;0.001964;0.09386;5.056215
3178;0.001971;0.092879;5.57017
3179;0.001968;0.104248;4.267889
3180;0.001955;0.09542;4.577087
3181;0.001891;0.091744;4.32338
3182;0.001979;0.091654;5.426816
3183;0.001975;0.099438;5.394422
3184;0.001591;0.098898;4.65958
3185;0.001665;0.098814;4.700507
3186;0.001453;0.099133;5.852834
3187;0.001455;0.100297;5.128797
3188;0.001457;0.098976;4.76524
3189;0.001458;0.099079;4.345815
3190;0.001459;0.109781;5.365983
3191;0.001461;0.094704;5.82219
3192;0.001464;0.091804;4.061656
3193;0.001459;0.09239;4.128921
3194;0.001454;0.092191;5.05793
3195;0.001458;0.094092;4.562548
3196;0.001463;0.10092;4.231499
3197;0.001461;0.102491;4.030325
3198;0.001465;0.091729;4.497054
3199;0.001465;0.091671;4.329019
3200;0.001467;0.0922;4.904183
3201;0.001466;0.091703;4.550481
3202;0.001461;0.091887;4.799169
3203;0.001461;0.091781;4.822348
3204;0.001465;0.094185;4.728945
3205;0.001465;0.092257;4.95108
3206;0.001468;0.092422;4.236739
3207;0.001467;0.091854;5.173846
3208;0.00147;0.095933;4.395817
3209;0.001472;0.096493;4.340563
3210;0.001464;0.097064;4.688039
3211;0.001467;0.092261;5.324303
3212;0.00147;0.092248;4.177776
3213;0.00147;0.092635;5.222551
3214;0.00147;0.092609;5.285337
3215;0.001471;0.105896;4.133319
3216;0.001472;0.109511;4.179669
3217;0.001468;0.10539;4.865697
3218;0.001465;0.100682;5.140379
3219;0.001469;0.099629;5.631323
3220;0.00147;0.100017;4.152282
3221;0.001471;0.100621;4.334034
3222;0.001473;0.100123;5.0997
3223;0.001481;0.110392;4.155102
3224;0.001519;0.097223;4.333451
3225;0.001473;0.095367;4.710765
3226;0.001468;0.106212;4.743513
3227;0.001471;0.112783;4.870515
3228;0.001472;0.100145;4.815947
3229;0.001474;0.096807;4.902027
3230;0.001473;0.102121;4.600798
3231;0.00148;0.093327;4.284071
3232;0.001476;0.092995;5.20871
3233;0.001478;0.094865;4.708746
3234;0.00148;0.09361;4.419807
3235;0.001474;0.094687;4.731412
3236;0.001473;0.103041;4.612959
3237;0.001475;0.09396;4.782326
3238;0.001482;0.093869;4.638922
3239;0.001478;0.098192;4.881649
3240;0.001484;0.093416;5.195857
3241;0.001479;0.093661;4.980385
3242;0.001485;0.094353;5.167773
3243;0.001481;0.093319;4.45531
3244;0.001484;0.093771;4.821197
3245;0.001483;0.093644;4.234104
3246;0.001485;0.094118;6.069539
3247;0.001483;0.093311;4.763406
3248;0.001488;0.093441;5.317724
3249;0.001486;0.093757;4.340806
3250;0.00148;0.093774;5.344602
3251;0.001482;0.094007;4.65675
3252;0.001485;0.093523;4.443904
3253;0.001485;0.093711;4.34594
3254;0.001488;0.094002;4.710794
3255;0.001487;0.094102;4.651
3256;0.001489;0.093909;5.373397
3257;0.001489;0.093935;4.700002
3258;0.001482;0.101509;4.647446
3259;0.001486;0.093892;4.945209
3260;0.001488;0.093863;4.488195
3261;0.001488;0.094271;5.265144
3262;0.001491;0.094206;4.844834
3263;0.001491;0.09404;4.681494
3264;0.001494;0.093888;4.341848
3265;0.001491;0.094462;5.382983
3266;0.001484;0.094396;4.315174
3267;0.001488;0.094181;4.375852
3268;0.001491;0.094669;4.475253
3269;0.001491;0.10673;5.077522
3270;0.001492;0.102588;4.62726
3271;0.001492;0.101674;5.155515
3272;0.001494;0.101777;4.842827
3273;0.001493;0.103235;4.312987
3274;0.001487;0.102656;5.309555
3275;0.001491;0.101214;4.484709
3276;0.001493;0.102256;4.750632
3277;0.001499;0.102923;5.182024
3278;0.001494;0.102954;4.619454
3279;0.001497;0.107623;4.695631
3280;0.001499;0.11039;5.044027
3281;0.001497;0.106941;4.559884
3282;0.001491;0.098374;5.33955
3283;0.001493;0.094817;4.318918
3284;0.001497;0.094508;4.227646
3285;0.001503;0.094862;4.574902
3286;0.0015;0.097141;4.838063
3287;0.0015;0.094792;5.149595
3288;0.001501;0.095114;5.330935
3289;0.001501;0.096316;4.959755
3290;0.001493;0.100859;4.884563
3291;0.001498;0.113111;5.349264
3292;0.0015;0.097991;4.35021
3293;0.001501;0.095315;4.960154
3294;0.001502;0.095649;4.864058
3295;0.001506;0.095764;5.343344
3296;0.001505;0.095027;5.045946
3297;0.001503;0.107329;5.05765
3298;0.001499;0.101279;4.414383
3299;0.001501;0.096004;4.812894
3300;0.001506;0.095245;4.59699
3301;0.001503;0.113247;4.911371
3302;0.001504;0.106928;4.558078
3303;0.001508;0.102483;4.553182
3304;0.001511;0.103135;4.993324
3305;0.00151;0.104006;4.709143
3306;0.001503;0.103042;5.45308
3307;0.001504;0.124408;4.651036
3308;0.001508;0.097993;5.292204
3309;0.001509;0.095668;5.418062
3310;0.001511;0.099441;4.486368
3311;0.001511;0.103494;5.528078
3312;0.001514;0.098416;4.931376
3313;0.00151;0.108681;4.630889
3314;0.001505;0.096081;4.397048
3315;0.00151;0.096169;4.572961
3316;0.001514;0.095645;4.977373
3317;0.001511;0.151887;5.175014
3318;0.001514;0.227298;4.766977
3319;0.001513;0.113849;4.967866
3320;0.001516;0.096623;5.501521
3321;0.001515;0.096059;5.35912
3322;0.00151;0.09602;4.583685
3323;0.001512;0.096153;5.312082
3324;0.001515;0.096073;5.033557
3325;0.001515;0.096136;4.815897
3326;0.001533;0.096094;4.827369
3327;0.001532;0.095642;4.904087
3328;0.001527;0.095601;4.667172
3329;0.001516;0.105265;5.682981
3330;0.001509;0.096747;4.419294
3331;0.001515;0.095919;4.476592
3332;0.001518;0.096042;5.27108
3333;0.001521;0.09698;5.059904
3334;0.001521;0.096411;5.41914
3335;0.001522;0.096144;4.647851
3336;0.001521;0.096053;4.569842
3337;0.001522;0.096701;5.148606
3338;0.001519;0.096564;5.270947
3339;0.00152;0.09817;5.328751
3340;0.001523;0.096477;5.580104
3341;0.001523;0.096755;5.004789
3342;0.001522;0.096746;5.246909
3343;0.001525;0.09644;4.455973
3344;0.001525;0.096489;4.763359
3345;0.001528;0.100182;5.157567
3346;0.001518;0.100334;5.084307
3347;0.00152;0.100902;5.039431
3348;0.001523;0.096899;4.627505
3349;0.001792;0.097705;5.710595
3350;0.001886;0.097545;5.024636
3351;0.002172;0.097143;5.075008
3352;0.002026;0.097171;5.025929
3353;0.002157;0.097778;4.687313
3354;0.00213;0.097517;4.962495
3355;0.002036;0.097336;6.121213
3356;0.002153;0.097407;4.474225
3357;0.002115;0.097958;5.107449
3358;0.002151;0.097618;5.265461
3359;0.00216;0.098242;4.527566
3360;0.002147;0.097682;5.376476
3361;0.002142;0.097979;4.440806
3362;0.002158;0.097892;5.342699
3363;0.002152;0.097571;5.725146
3364;0.002166;0.097524;4.865231
3365;0.002161;0.097936;5.090235
3366;0.00205;0.098038;5.088162
3367;0.002196;0.097718;5.088158
3368;0.002132;0.097869;5.233548
3369;0.00215;0.098614;5.424157
3370;0.002148;0.098022;5.599369
3371;0.002044;0.098173;4.721091
3372;0.002126;0.097615;5.055882
3373;0.002173;0.09818;5.142699
3374;0.00221;0.098186;5.24028
3375;0.003512;0.103001;5.744457
3376;0.002318;0.097865;5.536144
3377;0.002041;0.098305;5.403404
3378;0.00217;0.098153;5.277596
3379;0.002163;0.098244;4.719254
3380;0.002024;0.098092;5.442717
3381;0.002176;0.098192;4.631711
3382;0.002162;0.098222;4.932216
3383;0.002297;0.098154;4.764163
3384;0.002147;0.124491;5.213125
3385;0.002054;0.108557;5.598234
3386;0.002177;0.105949;5.432424
3387;0.00218;0.105536;4.84744
3388;0.00205;0.108606;4.686729
3389;0.002055;0.105803;4.611888
3390;0.001561;0.10565;5.289729
3391;0.002081;0.105284;4.496195
3392;0.00216;0.106619;5.310994
3393;0.002166;0.106573;5.104324
3394;0.002165;0.108835;4.620478
3395;0.002129;0.116255;4.742887
3396;0.002044;0.09831;5.196234
3397;0.002139;0.099397;5.331955
3398;0.002175;0.098733;5.352161
3399;0.002031;0.098582;5.067815
3400;0.00217;0.098588;4.685056
3401;0.002156;0.098941;5.125029
3402;0.002166;0.099363;5.104848
3403;0.002188;0.106541;4.716857
3404;0.002224;0.098871;5.402945
3405;0.002153;0.099504;4.869687
3406;0.002139;0.100676;5.096655
3407;0.002267;0.10097;5.746019
3408;0.002144;0.101332;4.844859
3409;0.002037;0.102565;4.675438
3410;0.002542;0.114353;4.731481
3411;0.002158;0.103592;5.382637
3412;0.002052;0.099053;4.696297
3413;0.002209;0.100193;4.994271
3414;0.002099;0.099447;4.856382
3415;0.001569;0.100457;5.442286
3416;0.002249;0.110036;5.268501
3417;0.002052;0.100146;4.774406
3418;0.002189;0.100167;4.833298
3419;0.002055;0.099239;4.683332
3420;0.00194;0.099676;4.736973
3421;0.002065;0.09979;5.672602
3422;0.002202;0.100756;5.241877
3423;0.002151;0.099359;5.364215
3424;0.002042;0.099538;4.757597
3425;0.002201;0.10019;4.788975
3426;0.00203;0.099983;4.886571
3427;0.002193;0.099911;5.678398
3428;0.004678;0.100119;5.324331
3429;0.001989;0.100029;5.049894
3430;0.002072;0.100507;5.911403
3431;0.002106;0.10006;4.664269
3432;0.002163;0.099883;5.17346
3433;0.002162;0.115547;4.823299
3434;0.002085;0.121442;5.944029
3435;0.002302;0.113703;4.786134
3436;0.001912;0.112061;5.378004
3437;0.002194;0.108189;5.213262
3438;0.002191;0.10887;4.884663
3439;0.002202;0.10764;4.847844
3440;0.002175;0.118063;5.294926
3441;0.002042;0.149283;5.459924
3442;0.002174;0.116269;4.752096
3443;0.002063;0.107984;4.868685
3444;0.002202;0.112151;4.914315
3445;0.00215;0.108738;5.32177
3446;0.002064;0.107803;4.903231
3447;0.00217;0.109265;5.213206
3448;0.002364;0.109747;4.77577
3449;0.002218;0.10887;5.188349
3450;0.002067;0.108736;4.928737
3451;0.0022;0.127849;5.396378
3452;0.002203;0.100037;4.794454
3453;0.002077;0.100372;4.707154
3454;0.002354;0.100641;5.039992
3455;0.002109;0.102363;6.223672
3456;0.002153;0.104743;5.904867
3457;0.002068;0.109573;4.871917
3458;0.002386;0.100959;5.456125
3459;0.002613;0.103894;5.304833
3460;0.002381;0.100593;4.859991
3461;0.002195;0.100731;4.855785
3462;0.002043;0.101263;6.130611
3463;0.00225;0.100495;5.328216
3464;0.002103;0.100655;5.533352
3465;0.002086;0.101867;5.914639
3466;0.00158;0.101476;5.44051
3467;0.002259;0.100921;4.900182
3468;0.00207;0.100772;5.395745
3469;0.002536;0.101081;5.41714
3470;0.002107;0.101722;5.232099
3471;0.002394;0.100926;6.038353
3472;0.002306;0.100607;5.310291
3473;0.002235;0.101133;5.82113
3474;0.001584;0.101544;5.785226
3475;0.002225;0.101183;5.524214
3476;0.002203;0.101167;5.586123
3477;0.00209;0.101833;5.100653
3478;0.002232;0.101866;5.064064
3479;0.00219;0.101239;5.40773
3480;0.002241;0.104484;5.137819
3481;0.002085;0.101711;5.502938
3482;0.00221;0.101743;4.896539
3483;0.002197;0.101589;5.399644
3484;0.002274;0.102059;5.356868
3485;0.00225;0.115101;5.086544
3486;0.003365;0.116038;5.609728
3487;0.00225;0.112394;5.54303
3488;0.002104;0.112343;5.461792
3489;0.001799;0.110248;5.849359
3490;0.001951;0.110742;4.909757
3491;0.002085;0.109873;6.072428
3492;0.002148;0.120474;5.222696
3493;0.002224;0.106927;6.381391
3494;0.002096;0.102002;5.520094
3495;0.002232;0.10165;5.618437
3496;0.002137;0.102262;5.497922
3497;0.002208;0.10212;5.127608
3498;0.002111;0.10296;5.521584
3499;0.002221;0.10179;5.409948
3500;0.002223;0.101908;5.781695
3501;0.00225;0.102848;6.261818
3502;0.002244;0.10704;5.262262
3503;0.002119;0.105111;5.658176
3504;0.002258;0.113736;5.489616
3505;0.002154;0.110681;5.157691
3506;0.002219;0.109486;5.093726
3507;0.002104;0.101999;5.062085
3508;0.002232;0.105547;5.517759
3509;0.002118;0.105038;5.480721
3510;0.002224;0.102165;5.279038
3511;0.002121;0.119065;5.785107
3512;0.00285;0.105244;4.953824
3513;0.003088;0.102195;5.706495
3514;0.002617;0.102249;5.388411
3515;0.001984;0.102083;6.13847
3516;0.00237;0.10917;6.010389
3517;0.002247;0.102454;5.723659
3518;0.002295;0.102561;5.922766
3519;0.002128;0.102096;5.025335
3520;0.00228;0.102987;4.964647
3521;0.002142;0.102695;5.732008
3522;0.002287;0.103021;5.466008
3523;0.002363;0.102237;5.168564
3524;0.002243;0.102388;4.999044
3525;0.002137;0.10425;5.385155
3526;0.002229;0.102655;5.262537
3527;0.003903;0.104873;6.345667
3528;0.002375;0.102793;5.763797
3529;0.002441;0.102956;5.341753
3530;0.002661;0.103939;5.703339
3531;0.002837;0.102875;5.537822
3532;0.002889;0.10304;5.600743
3533;0.00291;0.108499;6.133009
3534;0.00287;0.102939;5.784526
3535;0.002844;0.103145;6.284487
3536;0.003074;0.102528;5.883264
3537;0.002796;0.103355;5.713395
3538;0.002691;0.103137;5.001551
3539;0.003057;0.10356;5.948841
3540;0.003047;0.10319;5.534331
3541;0.002677;0.103561;5.589815
3542;0.002943;0.103298;5.047213
3543;0.002728;0.102997;6.162056
3544;0.003073;0.106102;5.005964
3545;0.002927;0.103857;5.149097
3546;0.002976;0.103378;5.989664
3547;0.002968;0.103228;5.744398
3548;0.003093;0.103153;5.782341
3549;0.003027;0.103989;5.614382
3550;0.003099;0.103485;5.040033
3551;0.002737;0.103469;5.632447
3552;0.002757;0.103698;5.068853
3553;0.002756;0.103684;5.725689
3554;0.002419;0.103912;5.790084
3555;0.002133;0.103842;5.752752
3556;0.002204;0.103585;5.704901
3557;0.002268;0.104108;5.222112
3558;0.002143;0.104381;5.797385
3559;0.002269;0.103783;5.455079
3560;0.002159;0.103506;5.642012
3561;0.002137;0.104106;5.728067
3562;0.002269;0.104131;5.77616
3563;0.00214;0.103936;6.368746
3564;0.002274;0.104408;5.491747
3565;0.002142;0.104193;5.605273
3566;0.002256;0.104581;5.617685
3567;0.002255;0.104154;5.66953
3568;0.002123;0.104286;5.724526
3569;0.002244;0.10429;5.854684
3570;0.002159;0.104203;6.231198
3571;0.002264;0.103969;5.601537
3572;0.00215;0.103907;5.13602
3573;0.002261;0.10765;6.321084
3574;0.002133;0.104277;5.945605
3575;0.002283;0.106364;5.827544
3576;0.002165;0.104042;6.526928
3577;0.002287;0.105024;5.079056
3578;0.002273;0.104719;5.992942
3579;0.002138;0.10393;5.71773
3580;0.002262;0.103995;5.651886
3581;0.002151;0.104637;5.174475
3582;0.002252;0.104974;6.721041
3583;0.002123;0.12896;6.713347
3584;0.002283;0.112539;6.248274
3585;0.002505;0.112624;6.567208
3586;0.002228;0.113414;5.928868
3587;0.002263;0.113025;6.534712
3588;0.002139;0.11275;5.226531
3589;0.002325;0.113052;5.664967
3590;0.00164;0.114382;5.836753
3591;0.002366;0.115989;5.465782
3592;0.002159;0.112506;6.57442
3593;0.002283;0.12359;6.397268
3594;0.002281;0.120021;5.173329
3595;0.002224;0.109157;5.60607
3596;0.002285;0.116585;5.834601
3597;0.00246;0.111035;5.379959
3598;0.002331;0.105334;5.627788
3599;0.002158;0.109132;5.130696
3600;0.002289;0.316417;5.677236
3601;0.002258;0.113531;5.262281
3602;0.002115;0.114613;5.402066
3603;0.002248;0.113412;6.314792
3604;0.00216;0.127976;5.683949
3605;0.002274;0.115504;5.433733
3606;0.00193;0.105754;5.848352
3607;0.002297;0.105723;5.783622
3608;0.002142;0.107642;5.25054
3609;0.002238;0.109998;5.925543
3610;0.002156;0.116874;6.609001
3611;0.002262;0.105709;5.279789
3612;0.002275;0.105499;5.785161
3613;0.002138;0.105843;6.03588
3614;0.002247;0.105928;5.753917
3615;0.001653;0.105507;5.80573
3616;0.002356;0.106869;6.638131
3617;0.002432;0.106115;5.352817
3618;0.002204;0.106314;5.95472
3619;0.002479;0.105697;6.838343
3620;0.002174;0.105811;6.292848
3621;0.002303;0.10667;5.215386
3622;0.002219;0.110901;5.409783
3623;0.002283;0.106178;5.848771
3624;0.002295;0.108592;6.413127
3625;0.002168;0.110355;5.849231
3626;0.002321;0.106376;5.985379
3627;0.002227;0.105955;5.449641
3628;0.002212;0.10633;6.340281
3629;0.002281;0.106106;5.761848
3630;0.002175;0.106203;6.025857
3631;0.002299;0.105881;6.452881
3632;0.002189;0.105909;5.936758
3633;0.002179;0.106347;5.884727
3634;0.002272;0.107158;5.761736
3635;0.002176;0.106118;6.468774
3636;0.002278;0.106517;6.353413
3637;0.00249;0.106424;6.499905
3638;0.002008;0.121697;5.747649
3639;0.00232;0.114597;5.259054
3640;0.002177;0.114771;5.515835
3641;0.002203;0.117604;5.443176
3642;0.002315;0.115954;6.501168
3643;0.002193;0.1146;5.385424
3644;0.002306;0.114941;6.662852
3645;0.002195;0.115939;5.388122
3646;0.002159;0.11726;6.362275
3647;0.00228;0.125143;5.324299
3648;0.002175;0.110801;6.023345
3649;0.002296;0.10662;5.962802
3650;0.002297;0.106672;5.952003
3651;0.002208;0.111507;6.005617
3652;0.002317;0.10907;5.829514
3653;0.002154;0.111813;5.534149
3654;0.002165;0.111838;6.321323
3655;0.002202;0.124994;5.419315
3656;0.002318;0.112802;5.426049
3657;0.002169;0.109177;6.023334
3658;0.00219;0.109559;6.165876
3659;0.001733;0.109287;5.974627
3660;0.002247;0.108832;6.710445
3661;0.002203;0.110512;6.890453
3662;0.002512;0.109763;5.945003
3663;0.002009;0.110015;6.806582
3664;0.002236;0.109927;6.265931
3665;0.00231;0.109531;5.643639
3666;0.002194;0.10758;6.059014
3667;0.002302;0.10829;7.620272
3668;0.002193;0.107784;5.553977
3669;0.002185;0.10755;5.516171
3670;0.002279;0.110303;5.584804
3671;0.002156;0.107489;6.829126
3672;0.002198;0.107515;5.443893
3673;0.002473;0.10819;5.724263
3674;0.002225;0.107764;6.087642
3675;0.004009;0.108459;6.768399
3676;0.00369;0.107626;6.226317
3677;0.00276;0.108071;6.273225
3678;0.002381;0.111245;6.133448
3679;0.010841;0.10778;5.766248
3680;0.002729;0.108129;6.344124
3681;0.002936;0.109033;5.603483
3682;0.002549;0.10913;5.682127
3683;0.00253;0.12736;5.570715
3684;0.002337;0.120654;6.613587
3685;0.002431;0.203845;5.920489
3686;0.002492;0.117606;6.583739
3687;0.002556;0.117319;5.449968
3688;0.002563;0.116517;6.599159
3689;0.002545;0.126951;6.2102
3690;0.002882;0.108497;6.026587
3691;0.002223;0.108442;6.708144
3692;0.005404;0.108219;5.696862
3693;0.003006;0.117562;5.518209
3694;0.003139;0.109032;5.909616
3695;0.008957;0.108421;6.316101
3696;0.003279;0.108922;6.639632
3697;0.003275;0.108518;5.519254
3698;0.003268;0.12329;5.955164
3699;0.002757;0.112252;5.539005
3700;0.003264;0.108628;6.406472
3701;0.002309;0.108551;6.586248
3702;0.002898;0.109156;6.765273
3703;0.002932;0.113378;6.090547
3704;0.00291;0.108545;5.597209
3705;0.002928;0.108581;6.244081
3706;0.002907;0.108693;5.626555
3707;0.002186;0.108851;6.093389
3708;0.002356;0.108136;6.042982
3709;0.001882;0.108567;6.536448
3710;0.002091;0.108866;5.977117
3711;0.002263;0.108195;5.52912
3712;0.002313;0.108621;5.594298
3713;0.002175;0.108917;6.13568
3714;0.002195;0.109538;6.714008
3715;0.004094;0.108325;6.108961
3716;0.003196;0.108347;6.103028
3717;0.003204;0.109254;6.317054
3718;0.003183;0.11278;5.505037
3719;0.005547;0.109344;6.126423
3720;0.002438;0.108906;6.183075
3721;0.002865;0.112168;6.124207
3722;0.003184;0.109763;6.165877
3723;0.003193;0.109023;6.5927
3724;0.003358;0.109114;6.82602
3725;0.003169;0.109467;5.792194
3726;0.001701;0.109387;5.603113
3727;0.00226;0.109113;6.203477
3728;0.002451;0.109064;6.82645
3729;0.002382;0.109613;6.103199
3730;0.002176;0.11782;6.514128
3731;0.002185;0.109438;5.92007
3732;0.002294;0.109361;6.269715
3733;0.00222;0.109807;6.221662
3734;0.002197;0.10986;6.148182
3735;0.002307;0.109714;5.723059
3736;0.002326;0.109634;5.903742
3737;0.002193;0.110545;6.308913
3738;0.002207;0.110149;6.887351
3739;0.002323;0.136551;6.29114
3740;0.002175;0.198706;6.300267
3741;0.002179;0.153738;6.646541
3742;0.00231;0.121426;6.77587
3743;0.002175;0.118883;6.584697
3744;0.002153;0.118322;5.874227
3745;0.002199;0.120785;6.631292
3746;0.002679;0.121229;6.489419
3747;0.001702;0.126523;6.378877
3748;0.002307;0.124759;5.623614
3749;0.002213;0.120874;6.232912
3750;0.002319;0.113769;7.059995
3751;0.002198;0.110739;7.949535
3752;0.002218;0.110768;7.064352
3753;0.002212;0.110785;5.639609
3754;0.002318;0.120279;6.676357
3755;0.002195;0.115942;6.220419
3756;0.002197;0.121959;6.337766
3757;0.002314;0.110806;6.233593
3758;0.002324;0.110645;6.313268
3759;0.002202;0.111179;6.057673
3760;0.002213;0.11962;6.686646
3761;0.002954;0.119783;7.080286
3762;0.002667;0.119563;7.081519
3763;0.003033;0.120676;6.938375
3764;0.002844;0.121126;6.358369
3765;0.003056;0.130003;6.833217
3766;0.00299;0.116258;6.557478
3767;0.003033;0.110338;6.302946
3768;0.003027;0.113;7.075277
3769;0.003035;0.122462;7.244046
3770;0.00287;0.114904;6.766465
3771;0.003054;0.110884;6.786556
3772;0.002953;0.110299;6.643319
3773;0.00302;0.125432;6.528734
3774;0.002393;0.111502;6.87257
3775;0.002588;0.110424;5.719234
3776;0.002597;0.110519;5.851142
3777;0.00283;0.111071;6.944373
3778;0.002661;0.111066;6.794358
3779;0.00256;0.11075;5.781224
3780;0.002609;0.118733;5.798295
3781;0.002911;0.111464;6.254157
3782;0.003;0.111246;6.70611
3783;0.002987;0.110781;5.713874
