InsertionSort;MergeSort;QuickSort
1706;0.418994;0.173972;0.117429
1707;0.588883;0.162039;0.119945
1708;0.725445;0.161423;0.119719
1709;0.491935;0.16209;0.117998
1710;0.445978;0.16252;0.11911
1711;0.433387;0.16247;0.118247
1712;0.481639;0.181187;0.118579
1713;0.462248;0.16993;0.117929
1714;0.486222;0.163426;0.117662
1715;0.422128;0.162783;0.118371
1716;0.724685;0.162685;0.118255
1717;0.650352;0.163646;0.119021
1718;0.450573;0.164364;0.12173
1719;0.423242;0.244159;0.121493
1720;0.427219;0.239864;0.121018
1721;0.434706;0.264289;0.120043
1722;0.475944;0.185963;0.124411
1723;0.474675;0.167781;0.120207
1724;0.583004;0.163738;0.118313
1725;0.498035;0.163695;0.120568
1726;0.427638;0.178856;0.119254
1727;0.773418;0.170438;0.119391
1728;0.889394;0.174772;0.118927
1729;0.650635;0.164723;0.120068
1730;0.481721;0.16404;0.119097
1731;0.486532;0.163538;0.120869
1732;0.472408;0.17054;0.118997
1733;0.438079;0.172218;0.120336
1734;0.439025;0.165297;0.120556
1735;0.452129;0.166259;0.118875
1736;0.434382;0.164292;0.119138
1737;0.431431;0.164589;0.120431
1738;0.532163;0.342898;0.122869
1739;0.562368;0.300589;0.12
1740;0.489732;0.247354;0.122486
1741;0.488982;0.164996;0.125056
1742;0.480044;0.164972;0.119733
1743;0.485893;0.164398;0.119823
1744;0.459242;0.164457;0.119785
1745;0.4581;0.170602;0.121878
1746;0.485856;0.167957;0.119779
1747;0.459265;0.164961;0.121878
1748;0.452544;0.165139;0.120698
1749;0.437252;0.165363;0.120127
1750;0.844138;0.165156;0.122716
1751;0.640836;0.166511;0.121372
1752;0.494347;0.16488;0.121297
1753;0.475194;0.165316;0.121089
1754;0.477712;0.165374;0.120949
1755;0.493072;0.34272;0.12024
1756;0.440802;0.301447;0.121821
1757;0.509357;0.173194;0.122198
1758;0.477642;0.166049;0.140735
1759;0.472028;0.174651;0.12399
1760;0.463712;0.167126;0.122025
1761;0.447767;0.166537;0.120669
1762;0.616126;0.177918;0.122039
1763;0.458832;0.172183;0.121582
1764;0.449745;0.169211;0.134575
1765;0.450978;0.166705;0.12571
1766;0.494514;0.167205;0.123359
1767;0.487278;0.16615;0.123494
1768;0.690051;0.166263;0.122506
1769;0.618693;0.167101;0.121646
1770;0.466799;0.166146;0.122351
